,tokenized_column
967,"['Japan', 'confirms', 'first', 'case', 'of', 'omicron', 'that', 'passed', 'quarantine', 'inspection', 'https', ':', '//t.co/2GcgpGkaD4', 'https', ':', '//t.co/SO9Y02e6vE']"
968,"['@', 'james1212', '@', 'EwanMacKenna', 'Caution', '?', 'You', 'should', 'be', 'thrilled', 'about', 'Omicron', '.', 'The', 'faster', 'it', 'spreads', ',', 'the', 'faster', 'it', 'will', 'push', 'the', 'other', 'variants', 'out', 'and', 'the', 'faster', 'this', 'whole', 'thing', 'can', 'be', 'over', '.', 'Or', 'did', 'you', 'not', 'hear', 'that', 'Omicron', 'gives', 'just', 'mild', 'illness', '?']"
969,"['*', 'Fica', 'a', 'pergunta', ':', 'se', 'a', 'Coronavac', 'é', 'eficaz', 'contra', 'a', 'variante', 'ômicron', ',', 'por', 'que', 'investir', 'milhões', 'de', 'dólares', 'no', 'desenvolvimento', 'de', 'uma', 'vacina', 'específica', 'para', 'a', 'nova', 'cepa', '?', 'https', ':', '//t.co/sukmZPpWeZ']"
970,"['Preprint', 'UK', 'data', 'for', 'vaccine', 'effectiveness', 'against', 'symptomatic', 'infection', 'with', 'Delta', 'and', 'Omicron', '.', 'There', ""'s"", 'not', 'much', 'left', 'at', '3', 'months', ',', 'let', 'alone', '5', ':', 'https', ':', '//t.co/ZPWHIoua6v', '(', 'Effectiveness', 'against', '*', 'severe', 'illness', '*', 'is', 'likely', 'to', 'be', 'significantly', 'better', 'than', 'this', '.', ')', 'https', ':', '//t.co/cXdu1jBOmx']"
971,"['@', 'snowchi3', '@', 'Forensic_Stats', 'Well', 'it', 'is', 'possible', 'that', 'the', 'virus', 'is', 'less', 'deadly', ',', 'although', 'the', 'reports', 'widely', 'across', 'the', 'media', 'of', 'modelling', 'carried', 'out', 'showing', 'potential', 'for', '75,000', 'deaths', 'from', 'Omicron', 'should', 'not', 'be', 'discounted', '.', 'That', 'would', 'be', 'crazy', '.', 'We', 'still', 'have', 'between', '100-200', 'deaths', 'every', 'day', '.']"
972,"['@', 'PauloRichter2', '@', 'Silva1985Monica', '@', 'Biakicis', '@', 'LRobertoBarroso', 'Ja', 'tem', 'caso', 'aqui', 'em', 'SP', 'de', 'uma', 'pessoa', 'que', 'não', 'viajou', ',', 'ja', 'foi', 'vacinada', 'e', 'está', 'com', 'a', 'Ômicron', '...']"
973,"['It', '’', 's', 'too', 'soon', 'to', 'know', 'how', 'vaccines', 'will', 'hold', 'up', 'against', 'omicron', '.', 'The', 'first', 'hints', 'this', 'week', 'were', 'mixed', '.', 'https', ':', '//t.co/RxmSVomBuo']"
974,"['Ómicron', 'en', 'La', 'Rioja', ':', 'aíslan', 'a', '15', 'pasajeros', 'de', 'un', 'micro', 'https', ':', '//t.co/M6TLo29UM2']"
975,"['OMICRON', ':', 'Pfizer', 'says', 'fourth', 'dose', 'needed', 'to', 'deal', 'with', 'new', 'strain', 'https', ':', '//t.co/TwURlXpiob']"
976,"['El', 'comportamiento', 'de', 'Omicron', 'La', 'nueva', 'variante', 'de', '#', 'COVID19', 'es', 'el', 'mismo', 'en', 'Europa', 'que', 'en', 'Sudáfrica', '.', 'Muy', 'alta', 'transmisión', '.', 'Veremos', 'si', 'mantiene', 'la', 'baja', 'tasa', 'de', 'gravedad', '.', '#', 'UsaCubrebocas', 'https', ':', '//t.co/BjmYfYd1sp']"
977,"['Ohio', 'health', 'officials', 'report', 'first', 'known', 'cases', 'of', 'omicron', 'COVID-19', 'variant', 'in', 'the', 'state', '-', '10TV', 'https', ':', '//t.co/s70iHpv904', '#', 'news', '#', 'feedly']"
978,"['#', 'BorisJohnsonMustGo', 'Scientists', 'fear', 'falling', 'trust', 'in', 'Boris', 'Johnson', 'could', 'harm', 'bid', 'to', 'curb', 'Omicron', 'surge', 'https', ':', '//t.co/xbIDPadqVu']"
979,"['``', 'At', 'the', 'moment', ',', 'virtually', 'everything', 'points', 'toward', '[', 'Omicron', ']', 'being', 'milder', 'disease', ""''"", ',', 'according', 'to', 'reports', 'from', 'South', 'Africa', '.', 'https', ':', '//t.co/9KroFajKwE']"
980,"['Waspadai', 'varian', 'Omicron', 'di', 'Indonesia', 'Gerakan', 'Disiplin', 'Prokes', 'https', ':', '//t.co/QQgT2YMpVY']"
981,"['@', 'Miizkii_0214', 'Omicron', 'variant', '.', 'WHO', 'said', 'that', 'can', 'spread', 'easily', 'even', 'if', 'you', 'are', 'vaccinated', 'you', 'can', 'be', 'infected', '.', 'What', 'heck', 'is', 'this', 'we', 'better', 'stay', 'at', 'home', '.', 'I', 'suspect', 'there', ""'s"", 'somebody', 'spreading', 'this', 'virus', '.', 'This', 'virus', 'omicron', 'variant', 'originated', 'in', 'south', 'Africa', 'Botswana', '.', 'Well', 'stay', 'safe', '.']"
982,"['We', 'are', 'happy', 'to', 'serve', 'our', 'esteemed', 'passengers', 'and', 'will', 'continue', 'to', 'do', 'so', '.', 'Listen', 'to', 'one', 'such', 'satisfied', 'passenger', 'who', 'travelled', 'through', '#', 'KolkataAirport', '.', '#', 'Omicron', '@', 'AAI_Official', '@', 'MoCA_GoI', 'https', ':', '//t.co/Sl4HKmSTHb']"
983,"['Analysis', 'of', 'Omicron', 'from', 'Johannesburg', '.']"
984,"['@', 'sairelbe', '@', 'Norther98293017', '@', 'NicolaSturgeon', 'You', 'wake', 'up', '!', 'Our', 'NHS', 'can', 'not', 'cope', ',', 'it', '’', 's', 'not', 'fit', 'for', 'purpose', '.', 'Omicron', 'spreads', 'like', 'wildfire', '.']"
985,"['I', 'failed', 'to', 'understand', 'why', 'Canadians', ',', 'white', 'Americans', '&', 'amp', ';', 'Europeans', ',', 'the', 'progenies', 'of', 'great', 'fearless', 'explorers', 'are', 'so', 'fearful', 'of', 'mild', 'Omicron', '?', 'Is', 'life', 'of', 'comfort', 'or', 'their', 'peers', 'cultivated', 'them', 'to', 'be', 'fearful', '&', 'amp', ';', 'PH', 'created', 'the', 'fear', '?', '@', 'WHO', '@', 'eHealth', '@', 'eHealth_EU', '@', 'ehealthnews', '@', 'OneHealthW']"
986,"['I', ""'m"", 'interviewing', '@', 'jeremyfaust', 'this', 'evening', 'for', 'an', 'expedited', 'episode', 'of', 'The', 'Podcast', 'by', 'KevinMD', '.', 'Look', 'for', 'a', 'rapid', 'release', 'later', 'this', 'evening', '.', 'Will', 'discuss', 'all', 'things', '#', 'omicron', 'and', '#', 'covid', '.']"
987,"['STF', 'determinou', 'obrigatoriedade', 'passaporte', 'de', 'vacina', 'pra', 'viajante', 'de', 'fora', '....', 'Antes', 'tarde', 'do', 'que', 'nunca', ',', 'mas', 'a', 'Omicron', 'já', 'está', 'comunitária', '....', 'O', 'bozoró', 'conseguiu', 'mais', 'uma', 'vez', 'fuder', 'o', 'povo', 'antes', 'de', 'ser', 'parado']"
988,"['International', 'passengers', 'relax', 'at', 'the', 'arrival', 'waiting', 'area', 'at', '#', 'KolkataAirport', 'as', 'they', 'await', 'their', 'COVID', 'test', 'results', '.', '#', 'Omicron', '@', 'AAI_Official', '@', 'MoCA_GoI', 'https', ':', '//t.co/kn8EqyS53R']"
989,"['For', 'the', 'convenience', 'of', 'the', 'international', 'passengers', 'awaiting', 'their', 'test', 'results', 'recliner', 'chairs', 'have', 'been', 'provided', 'at', 'the', 'arrival', 'waiting', 'hall', 'at', '#', 'KolkataAirport', '.', '#', 'Omicron', '@', 'AAI_Official', '@', 'MoCA_GoI', 'https', ':', '//t.co/50ZUk1J1BG']"
990,"['Omicron', 'in', 'Oakland', ':', 'How', 'a', 'Wisconsin', 'wedding', 'with', '‘', 'super', 'responsible', '’', 'vaccinated', 'people', 'led', 'to', 'outbreak', 'https', ':', '//t.co/w8S7tF11ey']"
991,"['@', 'DanielFooksArt', 'You', '’', 'll', 'be', 'able', 'to', 'test', 'out', 'the', 'Omicron', 'variant']"
992,"['Adequate', 'arrangements', 'has', 'been', 'made', 'for', 'food', 'and', 'beverages', 'for', 'the', 'international', 'passengers', 'at', '#', 'KolkataAirport', '.', '#', 'Omicron', '@', 'AAI_Official', '@', 'MoCA_GoI', 'https', ':', '//t.co/NJ0qTSgW2U']"
993,"['@', 'NaveenS13816664', 'Kahin', 'omicron', 'na', 'aajaye']"
994,"['I', 'am', 'absolutely', 'NOT', 'surprised', 'omicron', 'has', 'gotten', 'past', 'quarantine', 'here', 'in', 'Japan', '.', 'Fingers', 'crossed', 'that', 'the', 'government', 'here', 'institutes', 'some', 'sort', 'of', 'track', 'and', 'trace', 'program', 'that', ""'s"", 'orders', 'of', 'magnitude', 'better', 'than', 'their', 'last', 'one', '.']"
995,"['#', 'auspol', '@', 'abcnews', '#', 'NationalCabinet', '#', 'CoronaVirusAus', 'Appears', 'gov', 'booster', 'strategy', 'will', 'see', 'many', 'ppl', 'unprotected', '.', '3rd', 'dose', 'nec', ""'"", '.', 'Eligible', '%', 'no', ""'s"", 'shld', 'incl', '5-16yo', ""'s"", '.', 'Gov', ""'s"", 'pushing', 'to', 'open', 'up', 'in', '3wks', 'when', 'we', 'should', 'wait', 'for', 'info', 'on', '#', 'omicron', 'during', 'next', '3wks', '.', 'https', ':', '//t.co/uGfosEdDRJ']"
996,"['@', 'realB11529', '@', 'Karl_Lauterbach', 'Dachte', 'eben', ',', 'warum', 'googelt', 'Omicron', 'was', 'für', 'Karl', 'Lagerfeld', '?', 'Es', 'ist', 'spät', '.', 'Zu', 'spät', '.']"
997,"['@', 'djf0001', '@', 'RageSheen', '@', 'PMGPSC', 'Moderna', 'are', 'working', 'on', 'getting', 'approval', 'for', 'a', '100mcg', '3rd', 'dose', 'to', 'improve', 'efficacy', 'by', 'utilising', 'a', 'full', 'dose', 'vs', 'Omicron', 'and', 'I', 'suspect', 'that', 'is', 'the', 'way', 'we', 'will', 'go', '.', 'https', ':', '//t.co/vk0gOmK2Pn', 'https', ':', '//t.co/ABDwKDG313']"
998,"['@', 'keharrison09', '@', 'MaggieMagszz', '@', 'FredFarmMarket', 'Cases', 'shifting', 'towards', 'vaccinated', ',', 'Most', 'reported', 'U.S.', 'Omicron', 'cases', 'have', 'hit', 'the', 'fully', 'vaccinated', '-CDC', '|', 'Reuters', 'https', ':', '//t.co/vETpCRz4zx']"
999,"['CDC', 'Admits', 'Omicron', 'Almost', 'Entirely', 'Spread', 'By', 'The', 'Vaccinated', '&', 'amp', ';', 'The', 'COVID', '...', 'https', ':', '//t.co/Id2D6tQqTQ']"
1000,"['Can', 'I', 'tell', 'you', 'what', 'is', 'really', 'happening', 'in', 'the', 'world', '?', 'Astronauts', 'did', 'not', 'fly', 'to', 'the', 'moon', ',', 'these', 'are', 'just', 'photo', 'effects', ',', 'but', 'in', 'fact', 'it', 'is', 'a', 'flat', 'object', '.', 'That', 'is', ',', 'all', 'that', 'is', 'shown', 'to', 'us', 'is', 'hyperrealism', '.', '#', 'SKZMAMA2021RedCarpet', '#', 'Straykids', '#', 'WannaOne', '#', 'w1112', '#', 'ENHYPEN', '#', 'UFC269', '#', 'Omicron', 'https', ':', '//t.co/R6UHskgfSy']"
1001,"['The', 'more', 'I', 'learn', 'about', 'SantaCon', ',', 'the', 'more', 'disturbed', 'I', 'get', '.', 'Let', 'alone', 'that', 'it', '’', 's', 'happening', 'right', 'after', 'it', 'was', 'confirmed', 'Omicron', 'was', 'spread', 'at', 'a', 'convention', 'a', 'few', 'weeks', 'ago', '!']"
1002,"['Omicron', 'variant', 'that', 'allowing', 'the', 'expanding', 'populations', 'of', 'the', 'coronavirus', '!', 'And', 'when', 'the', 'whole', 'mankind', 'population', 'all', 'become', 'infected', ',', 'then', ',', 'the', 'coronavirus', 'of', 'the', 'post-Omicron', 'variant', 'which', 'can', 'switch', 'its', 'virulent', 'mechanism', 'into', 'higher', 'level', 'to', 'wreck', 'havoc', 'human', 'with', 'deaths', ',', 'is']"
1003,"['O', 'körfez', 'ülkesinde', 'ilk', 'kez', 'Omicron', 'varyantı', 'tespit', 'edildi', 'Bahreyn', 'Sağlık', 'Bakanlığı', ',', 'ülkede', 'bir', 'kişide', 'yeni', 'tip', 'koronavirüsün', '(', 'Kovid-19', ')', 'Omicron', 'varyantının', 'tespit', 'edildiğini', 'duyurdu.', '&', 'amp', ';', '#', '0', '...', 'https', ':', '//t.co/qNQxNIRThX']"
1004,"['The', '#', 'Omicron', 'wave', 'in', 'RSA', '🇿🇦', '⬆️', 'Most', 'transmissible', 'variant', '⚠️', '⬆️', 'High', 'breakthrough', '&', 'amp', ';', 'Re-', 'infections', '⬆️', 'Positivity', 'rate', '30-40', '%', '⬇️', 'Hospitalization', '&', 'amp', ';', 'Death', 'relatively', 'lower', 'than', 'current', 'community', 'infection', 'rate', 'or', 'previous', 'waves', '⬇️', 'Severe', 'illness', '&', 'amp', ';', 'Deaths', 'mainly', 'in', 'the', 'unvaccinated👇🏾']"
1005,"['@', 'Light42Lime', 'The', 'same', ',', 'mild', 'version', 'of', 'Omicron', '?', 'Can', 'anybody', 'hear', 'the', 'ca-ching', 'of', 'Pfizers', 'cash', 'register', '?']"
1006,"['@', 'jmkinthesnow', '@', 'mat_harr', '@', 'accfanto', '@', 'gmbutts', 'Did', 'you', 'use', 'to', 'say', 'the', 'same', 'about', 'the', 'flu', '?', 'I', 'DID', 'NOT', 'compare', 'original', 'to', 'delta', 'strains', 'of', 'covid', 'to', 'the', 'flu', ',', 'but', 'omicron', 'looks', 'like', 'it', ""'s"", 'headed', 'there', ',', 'based', 'on', 'actual', 'places', 'where', 'it', 'is', 'in', 'majority', '(', 'read', 'Gauteng', 'case', 'numbers', ')', '.']"
1007,"['@', 'KING5Seattle', 'The', 'way', 'the', 'media', 'is', 'covering', 'Omicron', ',', 'you', ""'d"", 'think', 'we', 'were', 'in', 'Feb', '2020', 'when', 'COVID', 'was', 'just', 'kicking', 'off', '!', '!', 'My', 'god', '...', 'we', 'do', ""n't"", 'need', 'a', 'running', 'scoreboard', '!', '!', '!', 'Stop', 'the', 'fear', 'mongering', '!']"
1008,"['Ministro', 'Barroso', ',', 'do', 'STF', ',', 'determina', 'passaporte', 'da', 'vacina', 'obrigatório', 'para', 'viajantes', '.', 'Medida', 'é', 'liminar', 'e', 'será', 'julgada', 'no', 'Plenário', 'Virtual', 'do', 'STF', '!', '!', '!', '#', 'derrubeasfakenews', '#', 'ᴠᴀᴄɪɴᴀsalvavidas', '#', 'vacinas', '#', 'Omicron', 'https', ':', '//t.co/a4MFkMjgcT']"
1009,"['Omicron', 'was', 'literally', 'brought', 'to', 'america', 'at', 'an', 'anime', 'convention', 'why', 'are', 'yall', 'surprised']"
1010,"['Denmark', 'at', '1841', 'Omicrons', ',', 'data', 'from', 'last', '3d', 'is', 'still', 'getting', 'filled', 'in', '.', '21', 'hospitalisations', '8', 'are', '+ive', 'tests', '&', 'gt', ';', '48', 'hrs', 'post-admission', '.', 'Hope', 'and', 'expect', 'to', 'in', 'a', 'week', 'in', '🇩🇰', '1', ')', 'rate', 'of', 'growth', 'of', 'Omicron', 'slows', '2', ')', 'hospitalisations', 'mostly', 'not', 'serious', '(', 'higher', 'confidence', 'level', 'on', 'latter', ')']"
1011,"['SA', 'Health', 'confirms', 'two', 'of', 'last', 'week', ""'s"", 'COVID-19', 'cases', 'are', 'the', 'Omicron', 'variant', 'https', ':', '//t.co/MpoPuJweEl', 'via', '@', 'ABCaustralia', '#', 'health', '#', 'Adelaide', '#', 'COVID19']"
1012,"['Homem', 'em', 'SP', 'com', 'a', 'nova', 'variante', 'do', 'vírus', 'chinês', 'Omicron', 'já', 'havia', 'tomado', '2', 'doses', 'da', 'coronavac', 'e', '1', 'dose', 'de', 'reforço', 'da', 'Pfizer', '.', 'Grande', 'proteção', 'essas', 'vacinas', 'proporcionam', '...', '#', 'FechadoComBolsonaroAte2026']"
1013,"['#', 'HongKong', 'on', 'Friday', 'recorded', 'its', 'fifth', 'case', 'of', 'the', '#', 'Omicron', 'coronavirus', 'infection', ',', 'a', '37-year-old', 'man', 'who', 'arrived', 'from', 'the', 'United', 'States', '.', 'The', 'government', 'said', 'it', 'will', 'implement', '``', 'the', 'most', 'stringent', ""''"", 'quarantine', 'and', 'testing', 'requirements', 'for', 'arrivals', 'from', 'the', '#', 'USA', 'starting', 'Monday', '.', '8/18']"
1014,"['A', 'study', 'by', 'the', '#', 'UK', 'Health', 'Security', 'Agency', 'has', 'found', 'that', '#', 'Covid', 'booster', 'shots', 'could', 'be', 'up', 'to', '75', '%', 'effective', 'against', 'the', 'new', '#', 'Omicron', 'variant', 'of', 'the', 'coronavirus', '.', 'The', 'health', 'agency', 'warned', 'the', 'UK', 'will', 'see', 'more', 'than', '1', 'million', 'infections', 'by', 'the', 'end', 'of', 'December', '.', '7/18']"
1015,"['@', 'yxwgnzp', '@', 'RepThomasMassie', 'Not', 'with', 'Xi', ',', 'I', 'mean', 'Omicron']"
1016,"['URGENT', ':', 'Stunning', 'data', 'from', 'South', 'Africa', 'suggest', 'Omicron', 'may', 'be', 'the', 'end', 'of', 'Covid', '(', 'and', 'of', 'Covid', 'vaccines', ')', 'https', ':', '//t.co/IaXGrrQwLo']"
1017,"['Hmmm', '?', 'Interesting', '.', 'Hey', 'you', 'vaxed', '.', 'Stop', 'with', 'the', 'panic', '.', 'Get', 'infected', 'with', 'Omicron', '.', 'Nobody', 'has', 'died', 'from', 'this', 'variant', '.', 'Watch', 'for', 'a', '``', 'new', 'and', 'improved', ""''"", 'vax', 'against', 'Omicron', 'coming', 'soon.', '$', '$', '$', '$', 'https', ':', '//t.co/6xPvwPVYAS']"
1018,"['Covid', ':', 'Omicron', 'wave', 'could', 'kill', '25,000', 'people', 'if', 'measures', 'beyond', 'Plan', 'B', 'n', '...', 'https', ':', '//t.co/K9rMCnJRfg', 'via', '@', 'YouTube']"
1019,"['Why', 'do', 'people', ',', 'especially', 'reporters', ',', 'talk', 'about', 'how', '“', 'it', 'must', 'have', 'been', 'hard', 'to', 'get', 'through', 'the', 'pandemic', '”', 'as', 'if', 'it', '’', 's', 'over', 'as', 'Omicron', 'spreads', 'everywhere', '?', '?', 'I', '’', 'm', 'living', 'a', 'different', 'reality', '.', 'On', 'an', 'island', '.']"
1020,"['CDC', ':', 'Zero', 'Omicron', 'Deaths', 'in', 'U.S.', ',', 'Only', 'One', 'Person', 'Needed', 'Hospitalization', '-', 'https', ':', '//t.co/7TbYISanov']"
1021,"['Unlike', 'the', 'vaxxine', ',', 'Omicron', 'hasn', '’', 't', 'killed', 'anyone', '.']"
1022,"['@', 'DLStargazer', '@', 'SteveBGood2', '@', '0x4a75756c', '@', 'bedouinprodigy1', '@', 'RWMaloneMD', 'It', 'is', 'always', 'amusing', 'to', 'me', 'how', 'the', 'folks', 'lined', 'up', 'for', ',', 'what', 'are', 'they', 'saying', 'now', ',', '4', 'shots', 'and', 'then', 'the', '3', 'shot', 'Omicron', 'series', '?', 'How', 'the', 'people', 'willing', 'to', 'become', 'a', 'pincushion', 'for', 'Big', 'Pharma', 'think', 'it', 'is', 'those', 'of', 'us', 'who', 'choose', 'to', 'research', 'and', 'wait', 'for', 'results', 'are', 'the', '``', 'sheep', ""''"", '.', '😉']"
1023,"['Cảnh', 'báo', 'về', 'một', '“', 'cơn', 'sóng', 'thần', 'tiềm', 'ẩn', '”', 'trước', 'biến', 'thể', 'Omicron', 'https', ':', '//t.co/cu3aF8yKMT']"
1024,"['@', 'centraldefasDM', '@', 'danielamercury', '@', 'carnatal', 'Se', 'tiver', 'um', 'surto', 'repentino', 'da', 'variante', 'ômicron', ',', 'de', 'quem', 'será', 'a', 'responsabilidade', ',', 'adoro', 'você', '@', 'danielamercury', 'mas', 'acho', 'isso', 'tão', 'arriscado', 'para', 'sua', 'carreira', '!']"
1025,"['@', 'M650709', '@', 'Maupbar', '@', 'SolllBeg', '@', 'revistaoeste', 'Foi', 'feita', 'rapidamente', 'e', 'funciona', 'para', 'todas', 'as', 'variantes', '.', 'Muito', 'provavelmente', 'todas', 'funcionam', 'com', 'a', 'omicron', 'Onde', 'tu', 'ta', 'vendo', 'que', 'não', 'funciona', '?', 'Reduz', 'a', 'chande', 'de', 'ser', 'infectado', 'e', 'reduz', 'drasticamente', 'a', 'chance', 'de', 'ficar', 'hospitalizado', 'ou', 'de', 'morrer', '.', 'Estamos', 'vendo', 'isso', 'acontecer', '.']"
1026,"['6', 'Omicron', 'Vaka', 'Söyleminden', 'sonra', 'şu', 'olacak', ':', '•', 'Çocuklar', 'arasında', 'bulaşıcı', 'veya', 'tehlikeli', 'olduğunu', 'söyleyecekler', '•', 'Ebeveynlerin', 'hafif', 'geçirdiğini', 'belirtiyorlar', ',', 'şuan', 'hedef', 'küçük', 'çocuklar', '•', '6', 'doz', '6', 'kişiye', '6', 'saat', 'içinde', '``', '666', ""''"", 'bunu', 'unutmayın', '•', '``', '6', ""''"", 'Vaka', '•', 'LÜTFEN', 'ÇOCUKLARI', 'KORUYUN❗']"
1027,"['@', 'ctvottawa', 'Went', 'from', '0', 'to', '8', 'cases', 'in', 'less', 'than', 'a', 'week', ',', 'omicron', 'spreading', 'fast', '.']"
1028,"['Most', 'reported', 'US', 'Omicron', 'cases', 'have', 'hit', 'the', 'fully', 'vaccinated', '-CDC', '-', 'The', 'Jerusalem', 'Post', 'https', ':', '//t.co/mnK2YRyw4l', 'Get', 'the', 'shot', 'they', 'said', '...', 'pfft', 'no', 'thanks', '🙄']"
1029,"['So', '@', 'abcnews', 'news', 'channel', 'was', 'just', 'reporting', 'a', 'projected', '25,000', 'to', '75,000', 'deaths', 'in', 'the', 'UK', '’', 's', 'expected', 'next', 'wave', 'due', 'to', '#', 'Omicron', '–', 'what', 'does', 'this', 'say', 'for', 'what', 'Australia', 'may', 'be', 'facing', '@', 'normanswan', '?', '#', 'COVID19Aus']"
1030,"['Omicron', 'Spells', 'Bad', 'News', 'for', 'the', 'Pound', '|', 'Forex', 'Factory', 'https', ':', '//t.co/eJr5cRSNg9']"
1031,"['@', 'newscomauHQ', 'He', 'should', 'just', 'change', 'his', 'name', 'to', 'Omicron', 'McGowan']"
1032,"['Korkulan', 'Oldu', ';', ""Koronavirüs'ün"", 'Omicron', 'Varyantı', ""Türkiye'de"", 'de', 'Tespit', 'Edildi', '!', ':', 'Son', 'haftalarda', 'büyük', 'bir', 'korku', 'dalgası', 'yaratan', ""Koronavirüs'ün"", 'Omicron', 'varyantı', ',', ""Türkiye'de"", 'de', 'ortaya', 'çıktı', '.', 'Sağlık', 'Bakanı', 'Fahrettin', 'Koca', ',', 'Tespit', 'Edilen…', 'https', ':', '//t.co/q8r6hsviPH', '#', 'Türkçe', '#', 'Teknoloji', 'https', ':', '//t.co/h71n8MYfKA']"
1033,"['‘', 'Omicron', 'may', 'kill', '25k', 'to', '75k', 'in', 'England', 'if', 'measures', 'not', 'taken', '’', 'https', ':', '//t.co/xFNnvGZ3Ly']"
1034,"['İngiliz', 'uzmanlardan', 'korkutan', 'uyarı', '!', '75', 'bin', 'kişi', 'ölebilir', ""İngiltere'de"", 'uzmanlar', ',', 'yeni', 'tip', 'koronavirüsün', '(', 'Kovid-19', ')', 'Omicron', 'varyantına', 'karşı', 'sert', 'önlem', 'alınmazsa', 'ülkede', '25', 'bin', 'ila', '75', 'bin', 'ara', '...', 'https', ':', '//t.co/ueiHWUXO6S']"
1035,"['@', 'PeterHotez', 'Why', 'does', 'AZ', 'effectiveness', 'against', 'omicron', 'actually', 'increase', 'between', '15', 'and', '25', 'weeks', 'without', 'booster', '@', 'DrEricDing', '?']"
1036,"['https', ':', '//t.co/18nt9ls9Uj']"
1037,"['@', 'RaquelStasiaki', 'O', 'STF', 'não', 'tem', 'que', 'se', 'manifestar', 'sobre', 'este', 'assunto', 'que', 'nada', 'tem', 'á', 'ver', 'com', 'a', 'Constituição', '.', 'Além', 'do', 'que', ',', 'passaporte', 'para', 'quê', 'se', 'as', '💉', 'comprovadamente', 'não', 'imunizam', 'ninguém', ',', 'que', 'o', 'diga', 'a', 'variante', 'Omicron', ',', 'que', 'está', 'sendo', 'disseminadas', 'ao', 'mundo', 'por', 'vacinados', '...']"
1038,"['@', 'danielharan', '@', 'lisa_iannattone', 'Basically', 'in', 'all', 'of', 'the', 'European', 'countries', 'Omicron', 'will', 'have', 'taken', 'over', 'before', 'January', '.', '100', 'cases', 'on', 'January', '1st', 'sounds', 'a', 'wee', 'bit', 'low', 'for', '..', 'Canada', '(', '?', ')', 'https', ':', '//t.co/a4RZ8MmBCL']"
